startId:START_ID,endId:END_ID,type:TYPE,indicator
1544,7885,Action,must be taken
1544,7885,Action,when forming
658,2290,Sequential,
2553,4648,Constraint,of
4648,1782,Constraint,of
1782,716,Constraint,of
7599,619,Attribute,is
619,1782,Constraint,of
1782,576,Constraint,of
576,4055,Action,using
4055,4862,Constraint,in
4862,658,Constraint,of
4031,5993,Sequential,
7885,4273,Constraint,with
4273,7885,Constraint,by
4273,7885,Action,can be simulated
7885,4273,Action,not using
4273,7252,Action,see
7252,1730,Action,holds
2827,5443,Constraint,in
2827,5443,Conjunctive,and
5443,3945,Constraint,on
5443,3945,Action,is focused
3945,7316,Constraint,to
3945,7316,Action,make
7316,874,Constraint,to
7316,874,Conjunctive,and
7335,2751,Constraint,to
7335,2751,Constraint,for
7335,2751,Action,pay
6930,7801,Action,first extends
7801,3706,Constraint,of
3706,939,Constraint,to
313,4415,Action,can violate
4415,6847,Constraint,of
6847,424,Sequential,
424,1499,Constraint,of
1499,874,Constraint,to
1499,874,Action,have been developed
1499,874,Action,resolve
874,6999,Constraint,on
874,6999,Action,based
6999,7111,Constraint,of
6999,7111,Conjunctive,both
6999,7111,Conjunctive,and
6930,5171,Constraint,on
6930,5171,Action,focuses
4094,1505,Constraint,in
4094,1505,Attribute,is
1505,1602,Constraint,on
1505,1602,Action,based
1602,6482,Constraint,for
6482,313,Constraint,of
313,6482,Sequential,
6482,1578,Constraint,to
6482,4557,Attribute,are defined
1578,5814,Sequential,
5814,2577,Constraint,of
3409,6847,Constraint,of
6847,2775,Constraint,to
6847,2775,Conjunctive,and
6847,2775,Action,leads
2775,3223,Constraint,of
3223,7076,Constraint,for
6930,1415,Constraint,by
6930,1415,Action,closes
6930,1415,Action,presenting
1415,7316,Constraint,of
7316,1721,Constraint,under
1721,6482,Constraint,of
6482,795,Constraint,with
1165,1978,Constraint,of
1978,7316,Constraint,of
7316,3558,Constraint,from
3558,7199,Constraint,of
5165,6482,Constraint,of
6482,7316,Constraint,for
7316,2963,Attribute,is
7316,2963,Action,presented here
2963,6482,Sequential,
6482,982,Constraint,in
6482,7682,Attribute,is
982,5367,Constraint,of
5367,1978,Action,concerning
1978,424,Constraint,of
424,5267,Constraint,of
5267,7784,Constraint,in
5267,7784,Action,presented
6637,6179,Constraint,to
6637,6179,Action,is needed
6637,6179,Action,obtain
6179,795,Constraint,of
795,7252,Action,see
4775,4708,Conjunctive,and
4708,7559,Constraint,as
4708,7559,Action,can be viewed
7559,1901,Constraint,of
7559,1901,Action,adding
3409,7801,Constraint,of
7801,7339,Constraint,of
7339,4810,Attribute,is
4810,3706,Constraint,of
4810,3706,Constraint,for
3706,1028,Constraint,in
3706,1028,Action,given
1568,7004,Constraint,for
7004,4561,Sequential,
2657,2377,Conjunctive,or
2657,7110,Attribute,is
1790,3244,Sequential,
3244,2355,Constraint,as
3244,2355,Action,include
4273,5221,Sequential,
5221,2355,Sequential,
2355,7882,Constraint,of
3987,7339,Constraint,of
3244,3987,Conjunctive,and
3987,7882,Constraint,of
2029,1034,Constraint,as
2029,1034,Conjunctive,and
4728,163,Constraint,of
4728,163,Conjunctive,and
4728,163,Action,bound
163,2377,Constraint,of
2377,3987,Constraint,in
3987,7177,Constraint,to
3987,7177,Action,are defined analogously
7177,3706,Constraint,for
7355,4728,Sequential,
4728,2778,Constraint,of
2778,5063,Constraint,in
2778,5063,Action,is defined
5063,4728,Constraint,to
4728,3056,Constraint,of
3056,4411,Constraint,to
3056,4411,Attribute,be
4411,7882,Constraint,of
7882,5895,Constraint,if
7882,5895,Conjunctive,or
5895,2699,Constraint,from
5895,2699,Action,is understood
2657,7288,Sequential,
7288,2040,Conjunctive,and
7288,2040,Action,permitted
2040,2377,Constraint,of
3113,2377,Constraint,that
3113,2377,Action,ensures
2377,3934,Constraint,over
2377,3934,Action,ranges
3934,6025,Constraint,in
6025,4031,Constraint,of
4031,6612,Conjunctive,and
6612,95,Action,enforces
95,7619,Constraint,on
7619,4031,Constraint,of
6152,7339,Constraint,for
1705,2553,Constraint,of
2553,874,Constraint,of
5958,1488,Constraint,from
1488,3289,Constraint,to
1488,3289,Action,are adapted directly
583,7316,Constraint,of
583,7316,Action,using
7316,1725,Constraint,by
7316,1725,Action,are illustrated
7166,1488,Constraint,of
1488,2699,Constraint,to
1488,2699,Action,are adapted directly
2699,2860,Sequential,
2042,2577,Sequential,
2577,825,Conjunctive,and
825,6211,Conjunctive,and
2999,2408,Attribute,is
5121,6613,Action,will typically not know
6613,3061,Constraint,of
3061,2377,Attribute,used
5414,3923,Constraint,of
3923,4827,Constraint,on
3923,4827,Action,depend
4827,5121,Constraint,under
5121,6687,Sequential,
5819,3061,Constraint,for
5819,3061,Action,permitting
3061,2860,Sequential,
456,2860,Constraint,to
2860,7265,Attribute,is
2860,3061,Attribute,is
2577,456,Sequential,
456,7607,Attribute,is
4048,2999,Constraint,if
2999,4907,Constraint,of
4907,6707,Attribute,is
456,2714,Attribute,be
658,3061,Constraint,if
2860,2999,Constraint,on
2860,2999,Action,So depends
2999,2774,Constraint,for
2999,2774,Action,being used
2774,5121,Constraint,under
2774,5121,Conjunctive,and
2774,5121,Attribute,is
5121,7382,Sequential,
7298,4821,Constraint,of
4821,2860,Constraint,by
4821,2860,Action,raised
1611,1488,Constraint,of
1488,12,Action,are used
12,4433,Constraint,to
12,4433,Action,evaluating
4433,2793,Constraint,to
4433,2793,Action,Specifically leads
2793,2814,Constraint,of
22,2860,Constraint,to
2860,1558,Constraint,in
2860,1558,Action,can be computed
1558,6439,Action,see
6439,378,Attribute,is
3382,6150,Attribute,indicates
6454,2980,Constraint,in
3113,2860,Constraint,of
2860,6709,Attribute,is omitted
2860,6709,Attribute,obtain
2860,3934,Action,returns
3934,4031,Constraint,of
698,7334,Conjunctive,and
7334,2577,Constraint,of
2577,3934,Constraint,in
2577,3934,Action,not occurring
3934,4031,Sequential,
7149,2040,Constraint,over
2040,3009,Constraint,of
2040,3009,Conjunctive,and
313,2072,Constraint,in
2072,1578,Constraint,with
3745,1488,Constraint,with
3745,1488,Action,associated
1488,6751,Sequential,
6751,7350,Constraint,over
6751,7350,Action,range
7350,2999,Constraint,of
2999,1810,Constraint,in
1810,2577,Sequential,
4728,4752,Constraint,to
4728,4752,Action,permit
4752,2999,Constraint,of
2999,2377,Constraint,to
2999,2377,Constraint,over
2999,2377,Action,use
4728,5847,Constraint,of
1793,3333,Constraint,of
3333,1714,Constraint,in
3333,6526,Attribute,found
1714,7488,Sequential,
7488,2040,Sequential,
2040,1636,Action,where plays
1636,7246,Constraint,of
7246,6309,Constraint,of
6309,6634,Constraint,in
6634,7488,Sequential,
6919,5206,Constraint,for
6919,2577,Attribute,is
2860,2628,Conjunctive,and
2628,660,Sequential,
438,1599,Sequential,
3365,7316,Constraint,for
5253,7149,Constraint,over
5253,7149,Constraint,with
1156,7639,Attribute,be
7639,2042,Constraint,of
4907,2040,Constraint,to
2040,313,Sequential,
313,2628,Constraint,on
6482,795,Constraint,of
795,362,Conjunctive,and
362,2860,Sequential,
2860,660,Constraint,on
2860,660,Action,q evaluated
2577,5814,Conjunctive,or
5814,1599,Sequential,
2577,2999,Constraint,as
2577,2999,Action,d is used
1010,313,Constraint,for
2639,1488,Constraint,of
1488,4869,Conjunctive,and
1488,4869,Attribute,is
4869,7316,Constraint,for
4454,6751,Constraint,on
4454,6751,Action,is based
4454,6751,Action,restricting
6751,2963,Constraint,to
6751,2963,Constraint,over
6751,2963,Action,range
2963,2860,Constraint,of
2860,2628,Conjunctive,and
4907,4816,Constraint,from
4907,2644,Attribute,is
6840,2284,Constraint,that
2284,6707,Attribute,is always defined
1406,1351,Constraint,for
2775,1657,Constraint,of
1657,313,Constraint,from
1657,313,Action,obtained
313,2008,Constraint,under
2008,2537,Action,is denoted
5140,2628,Constraint,on
2628,660,Sequential,
7595,2860,Sequential,
2860,6361,Action,yields
4048,2008,Constraint,under
2008,2284,Constraint,as
2008,2284,Action,yields
2284,7619,Action,written informally
7619,825,Constraint,in
825,6211,Conjunctive,and
4031,5369,Constraint,by
5369,5298,Action,featuring
3061,2284,Sequential,
2284,5140,Action,according to
5140,2008,Constraint,by
5140,2008,Action,can be obtained
5140,2008,Action,computing
2833,2537,Sequential,⊑
1415,795,Constraint,of
795,7316,Conjunctive,and
1730,3280,Constraint,that
1730,3280,Action,shows
3280,795,Conjunctive,and
795,1259,Action,have
4141,7445,Sequential,
5378,7182,Constraint,with
3987,946,Action,is constructed
3987,946,Action,using
946,1959,Constraint,on
991,7739,Sequential,
2483,4337,Constraint,with
1810,3773,Constraint,of
3773,4411,Constraint,of
4411,5598,Conjunctive,and
4411,5598,Action,leave
5598,7004,Constraint,for
7004,7252,Action,see
5319,6847,Constraint,for
1864,982,Action,affect
982,95,Constraint,of
95,596,Action,including
596,5585,Sequential,
5585,6979,Conjunctive,and
2860,95,Action,satisfying
95,2570,Constraint,into
95,2570,Action,can be translated
2570,2398,Conjunctive,or
2398,5301,Sequential,
3174,1942,Action,called
1942,5179,Conjunctive,but
1942,3902,Attribute,is
1942,5179,Action,illustrates
5179,500,Conjunctive,and
500,95,Constraint,of
500,95,Constraint,of
4814,5,Constraint,to
4814,5,Action,illustrate
5,4364,Constraint,to
5,4364,Action,translating
4364,795,Constraint,into
3451,7252,Constraint,in
3451,7252,Action,are explored
3384,795,Constraint,of
3384,795,Constraint,into
795,2453,Attribute,are
6930,1858,Constraint,with
6930,1858,Action,begins
1858,1415,Action,concerning
1415,6311,Action,preserving
6311,7316,Constraint,for
4168,7149,Constraint,of
7149,2860,Sequential,
795,5702,Sequential,
4790,7149,Constraint,for
4790,1638,Attribute,is presented
4790,1638,Attribute,transforming
7149,2860,Sequential,
2860,795,Constraint,into
6930,3314,Constraint,by
6930,3314,Action,concludes
6930,3314,Action,defining
3314,7316,Constraint,of
3763,2314,Constraint,with
1415,6311,Action,preserving
6311,7081,Constraint,for
7081,6311,Action,Preserving
1415,2999,Constraint,of
2999,313,Constraint,to
2999,313,Action,used
2999,313,Action,evaluate
1880,3700,Constraint,in
1880,3700,Action,will be used
3700,7149,Constraint,of
7149,2860,Sequential,
2860,795,Constraint,into
5950,3963,Attribute,are
2577,5253,Conjunctive,and
2545,6311,Constraint,of
2545,6311,Action,equivalence preserving
6311,975,Constraint,for
5414,163,Constraint,of
5414,163,Action,replacing
163,6596,Constraint,of
6596,3987,Constraint,of
6596,3987,Constraint,by
658,5998,Sequential,
5998,7595,Constraint,from
7595,3987,Constraint,that
3987,7357,Constraint,in
3987,7357,Attribute,is
7357,2338,Sequential,
5552,3987,Constraint,of
7252,6311,Constraint,that
6311,7238,Constraint,to
6311,7238,Action,can be used
6311,7238,Action,transform
7238,6140,Constraint,into
2338,2563,Constraint,with
2563,6140,Constraint,into
2563,6140,Conjunctive,and
2338,377,Constraint,with
1942,2860,Sequential,
975,2657,Constraint,in
2657,6584,Constraint,of
2723,3987,Constraint,of
7882,290,Constraint,for
7882,290,Action,more easily analyzed
290,6692,Constraint,without
290,6692,Action,substantially changing
1415,7279,Action,preserving
7279,3987,Constraint,to
7279,3987,Action,are used
7279,3987,Action,place
3987,1942,Constraint,into
1942,5654,Sequential,
5654,3552,Sequential,
3552,7831,Sequential,
3295,4433,Constraint,of
4433,2377,Action,binds
2377,4318,Attribute,occurs
6673,6596,Action,Replace
1233,658,Action,can be relaxed
1233,658,Action,see
5014,1880,Constraint,from
5014,1880,Action,resulting
5014,1880,Action,applying
1880,3552,Constraint,to
1880,3552,Action,is denoted
3987,2860,Sequential,
5639,3552,Constraint,in
5639,3552,Attribute,is
3552,4546,Sequential,
2860,658,Constraint,of
658,1520,Constraint,into
5872,5014,Constraint,on
2377,7149,Attribute,is
7149,5892,Constraint,in
7149,5892,Action,restricted
5892,2641,Constraint,that
2641,2963,Constraint,within
2641,2963,Action,lie
2963,3987,Constraint,of
3987,2628,Conjunctive,or
6751,7149,Sequential,
7149,5165,Constraint,if
7149,5165,Conjunctive,or
7149,5165,Action,is not restricted
5165,7374,Constraint,of
7374,7149,Sequential,
7149,1439,Action,is not restricted
2040,7149,Constraint,of
7149,2377,Action,restricted
2377,5014,Constraint,of
5014,5716,Action,using
7178,6751,Constraint,that
7178,6751,Action,indicating
6751,7149,Sequential,
7149,2040,Conjunctive,or
7149,2040,Action,is not restricted
2040,7374,Constraint,of
2628,975,Sequential,
975,7351,Constraint,in
7351,5814,Sequential,
5814,7374,Constraint,of
2040,2377,Constraint,of
7641,314,Sequential,
314,4148,Sequential,
4148,2040,Constraint,to
4148,2040,Action,denote
2040,2377,Constraint,of
163,2377,Constraint,of
2377,4739,Constraint,in
4739,2355,Constraint,in
4739,2355,Conjunctive,or
2355,7882,Constraint,of
7355,6751,Sequential,
6751,6596,Constraint,by
6751,6596,Action,must be restricted
6733,658,Sequential,
4738,658,Constraint,of
658,1942,Attribute,is
4738,658,Constraint,of
658,6158,Attribute,is
3205,658,Constraint,of
658,7374,Constraint,because
658,7374,Attribute,is
7374,7149,Sequential,
7149,3987,Constraint,by
7149,3987,Action,not is not restricted
3300,4728,Constraint,of
4728,1942,Constraint,of
1942,4708,Constraint,to
1942,4708,Action,permit
3552,339,Constraint,that
3552,339,Conjunctive,and
3552,339,Action,assuming
3205,658,Constraint,of
658,3552,Constraint,into
658,3552,Action,was transformed
3552,658,Constraint,in
3552,6596,Constraint,to
3552,6596,Action,Thus can be extended
3552,6596,Action,permit
313,3693,Constraint,in
313,3693,Action,constructed
4712,1942,Sequential,
795,5702,Sequential,
982,5702,Constraint,that
982,5702,Constraint,of
5702,2833,Sequential,
2833,2537,Conjunctive,and
2537,3963,Attribute,are
2890,5692,Constraint,to
2890,2734,Attribute,is
5837,7388,Constraint,to
5837,7388,Constraint,to
5837,7388,Constraint,of
1942,795,Constraint,to
3384,5892,Constraint,in
3384,1960,Attribute,is
5892,6504,Constraint,that
6504,313,Constraint,for
6504,313,Action,constructed
313,4951,Action,largely follows
5414,3179,Sequential,
1810,6504,Constraint,than
1810,1745,Attribute,be
1810,6504,Action,using
658,3773,Constraint,of
3773,4482,Constraint,after
3773,4482,Action,used
3773,4482,Action,are presented
7149,2860,Sequential,
2860,3061,Attribute,is
3693,6439,Constraint,of
6439,373,Action,involves
795,5702,Sequential,
3384,7149,Constraint,from
7149,2860,Sequential,
2860,4809,Constraint,into
795,3061,Attribute,is
3061,2822,Action,will also imply
2822,6439,Constraint,of
1942,3987,Sequential,
3987,3552,Constraint,in
163,6596,Constraint,of
6596,1690,Attribute,is
1690,2870,Constraint,if
1690,2870,Action,contained
1690,6596,Action,contained
2870,7374,Sequential,
6429,3773,Action,permits
3773,4673,Constraint,of
4673,946,Action,using
946,6977,Constraint,from
6977,2870,Constraint,to
5058,7151,Sequential,
7149,5014,Sequential,
5014,6429,Constraint,into
6311,6596,Constraint,to
6311,6596,Attribute,is
6311,6596,Action,replace
7080,7734,Constraint,that
7734,3987,Sequential,
5058,7151,Sequential,
7151,6311,Constraint,for
7151,6311,Action,applying
6311,5973,Attribute,is
5058,7252,Action,see
2284,1744,Sequential,
1744,6596,Constraint,to
1744,6596,Constraint,while
1744,6596,Action,begin
6596,4136,Constraint,with
4136,3748,Constraint,of
4136,3748,Action,possibly reordered
4136,3748,Action,satisfies
1810,7252,Constraint,as
1810,7252,Action,left
6427,3693,Constraint,while
6427,3693,Action,end
3693,6311,Constraint,that
6311,1942,Constraint,to
6311,1942,Action,can be used
6311,1942,Action,transform
1942,5014,Sequential,
5014,6691,Constraint,into
6691,5035,Action,has
5035,7252,Action,see
300,1942,Constraint,to
300,1942,Constraint,that
300,1942,Constraint,if
300,1942,Action,First can be used
300,1942,Action,show
1942,3552,Constraint,in
3552,6429,Constraint,in
3552,6429,Attribute,is
6429,5165,Sequential,
5165,6311,Constraint,of
4190,7151,Constraint,to
7151,2545,Action,1 reduces
2545,6596,Constraint,of
2545,6596,Action,non-self contained
6596,6675,Constraint,if
6596,6675,Conjunctive,and
6675,6429,Constraint,to
6429,7810,Sequential,
6675,6429,Constraint,to
6429,7810,Sequential,
7810,2628,Sequential,
2628,6945,Constraint,to
6945,5330,Action,2 has
6945,5330,Action,contained
3700,6691,Constraint,of
6691,4673,Constraint,into
438,2377,Constraint,that
438,2377,Conjunctive,and
438,2377,Action,assume
2377,39,Attribute,is
6977,2870,Constraint,to
2870,6485,Constraint,in
2870,6485,Conjunctive,and
2870,6485,Action,is sketched
5808,2628,Constraint,on
7856,7243,Constraint,of
7243,7004,Constraint,to
7243,7004,Action,are left
7004,658,Action,see
658,7252,Conjunctive,and
2628,3987,Sequential,
3987,463,Constraint,in
463,6504,Sequential,
6504,1810,Constraint,to
6504,1810,Action,begin
3700,3552,Constraint,for
3700,3552,Action,used
3552,6429,Conjunctive,and
6429,1415,Attribute,are
1415,6056,Constraint,without
1415,6056,Action,preserving
6056,596,Constraint,of
3693,6439,Constraint,of
4458,6596,Constraint,to
4458,6596,Constraint,that
4458,6596,Constraint,for
4458,6596,Action,can be used
4458,6596,Action,show
4393,7149,Constraint,with
3700,6956,Constraint,into
6429,4834,Conjunctive,and
6429,4834,Action,reordering
4775,3706,Constraint,into
3706,7477,Constraint,because of
3706,4008,Attribute,was
7477,4079,Constraint,of
6366,7595,Constraint,in
6366,7595,Action,developed earlier
7595,5815,Constraint,to
7595,5815,Action,remedy
4492,2999,Sequential,
2999,5895,Constraint,with
2999,5895,Attribute,is
2999,5895,Action,many sorted
5895,4359,Sequential,
4359,5738,Sequential,
5738,5348,Sequential,
5267,6999,Action,allow
6999,4403,Constraint,of
3913,5223,Constraint,in
5223,3230,Conjunctive,and
3230,2454,Sequential,
2454,5782,Sequential,
5782,7249,Conjunctive,or
7249,1405,Constraint,on
6930,616,Sequential,
1837,6864,Sequential,
6864,1326,Constraint,for
6864,1326,Action,incorporating
1326,472,Constraint,into
2010,4959,Sequential,
4959,3934,Sequential,
3934,1117,Sequential,
1117,6577,Sequential,
6577,2042,Sequential,
1117,2581,Sequential,
2581,7762,Constraint,of
7762,4023,Action,attended
4023,4031,Constraint,of
4031,4959,Constraint,at
4959,3934,Sequential,
3934,1117,Sequential,
1117,2540,Constraint,that
1117,990,Attribute,is
2540,3874,Action,can not share
3874,1778,Constraint,on
3141,7819,Action,involving
7819,4959,Constraint,For
7819,4959,Attribute,are
4959,3462,Action,list
3462,4031,Constraint,of
4959,4031,Conjunctive,and
4031,6711,Action,list
4738,2721,Constraint,in
4738,2721,Action,Informally might be expressed
2721,3874,Constraint,as
2721,3874,Constraint,since
3874,1322,Constraint,to
3874,1322,Constraint,as
3874,1322,Action,has
3874,1322,Action,be counted
6090,7819,Constraint,for
6090,7819,Action,studying
7819,7495,Action,would explicitly include
7495,259,Conjunctive,or
259,6902,Sequential,
7475,2040,Conjunctive,and
7475,2040,Action,are permitted
2040,7036,Sequential,
7036,672,Constraint,from
3141,7819,Constraint,as
3141,7819,Action,can be expressed
3141,7819,Action,follows
3141,7819,Action,using
7819,7838,Constraint,in
656,4940,Constraint,on
656,4940,Action,is based
2040,899,Constraint,of
472,3768,Constraint,although
472,3768,Constraint,as
472,3768,Constraint,in
472,3768,Action,noted
3768,3078,Sequential,
3078,7495,Constraint,with
7495,2498,Attribute,be
7595,25,Action,Indeed provides
25,7819,Constraint,for
25,7819,Action,considering
5531,616,Constraint,of
2775,3230,Constraint,of
6200,7182,Constraint,with
1810,2454,Constraint,of
4231,7327,Constraint,of
4231,2040,Action,where includes
2040,7350,Constraint,of
7350,7327,Constraint,in
7327,918,Conjunctive,but
918,163,Constraint,of
163,7327,Sequential,
7327,7495,Constraint,as
7327,7495,Action,are viewed
6771,2014,Constraint,by
6771,2014,Action,is captured
2014,7819,Constraint,on
2014,7819,Action,imposed
7819,795,Constraint,into
7819,795,Action,how can be incorporated
795,7316,Conjunctive,and
7819,795,Constraint,to
7819,795,Action,are added
795,3472,Action,using
3772,7819,Constraint,for
7819,175,Constraint,f
7819,175,Constraint,on
7714,5789,Constraint,as
5789,7819,Attribute,is
7819,599,Action,summing
599,601,Constraint,of
3099,1959,Constraint,of
3589,2377,Constraint,for
2377,4110,Action,Intuitively will yield
4110,1959,Constraint,for
7819,7316,Constraint,into
7819,7316,Action,are incorporated
7316,7164,Constraint,by
7316,7164,Action,permitting
975,5225,Constraint,with
7714,1544,Sequential,
1544,7164,Constraint,to
1544,7164,Constraint,that
1544,7164,Action,must be taken
1544,7164,Action,guarantee
4992,1942,Constraint,of
3300,7374,Constraint,that
3300,7374,Action,will also ensure
7374,7164,Constraint,in
7374,7164,Action,occurring
7164,7149,Sequential,
7149,6596,Constraint,by
7149,6596,Action,are restricted
6482,1942,Constraint,of
1942,3087,Sequential,
3087,7819,Constraint,with
5165,585,Constraint,that
5165,585,Action,can show
585,795,Constraint,of
795,1942,Conjunctive,and
1942,7316,Sequential,
7316,2040,Constraint,with
2040,7819,Constraint,of
7819,1978,Action,have
1701,558,Sequential,
558,1055,Constraint,of
4835,2072,Constraint,in
2072,6847,Constraint,with
6847,313,Constraint,of
2072,6379,Constraint,with
6359,7496,Constraint,in
7496,7639,Constraint,as
7639,3225,Constraint,of
7488,558,Constraint,to
7488,558,Action,permit
558,1055,Constraint,of
887,874,Constraint,to
887,874,Action,resolving
874,290,Constraint,of
2860,456,Constraint,to
2860,456,Action,have
7671,472,Constraint,of
876,1055,Constraint,to
876,1055,Action,represent
3236,1408,Constraint,against
3236,1408,Constraint,in
2963,2860,Constraint,of
2860,2628,Conjunctive,and
2628,6465,Sequential,
6465,2040,Conjunctive,and
3842,7350,Constraint,for
7350,2577,Constraint,of
7687,2577,Constraint,into
3495,3693,Constraint,without
3495,3693,Action,stated
3693,5414,Action,characterizes
5414,5573,Constraint,of
5414,5573,Action,applying
5573,262,Action,using
5573,4433,Sequential,
2040,3994,Constraint,of
3994,2577,Constraint,in
3994,2577,Action,not occurring
2577,676,Constraint,as
2577,676,Conjunctive,but
2577,676,Action,viewed
2545,955,Constraint,of
313,262,Constraint,under
262,5634,Constraint,to
5634,5414,Sequential,
5414,4789,Attribute,is
2040,1055,Constraint,of
1055,3443,Constraint,in
1055,3443,Action,is described
3443,3854,Constraint,under
3443,3854,Action,closed
3854,313,Constraint,of
4330,6986,Constraint,by
4330,6986,Action,is provided
6986,472,Constraint,of
472,7252,Action,presented next
472,7252,Action,see
7089,1055,Constraint,to
7089,1055,Attribute,is
7089,1055,Action,consider
1055,558,Constraint,with
558,6999,Constraint,on
558,6999,Action,based
6999,876,Constraint,of
6416,4834,Constraint,as
4834,876,Constraint,of
876,2377,Constraint,over
876,2377,Conjunctive,n
5892,876,Sequential,
876,558,Constraint,as
876,558,Action,can be viewed
558,2040,Constraint,of
2040,5040,Constraint,of
5040,5253,Sequential,
5253,2377,Constraint,of
6359,2042,Action,are given
6359,2042,Action,using
1195,6359,Constraint,of
7805,1975,Constraint,of
7805,1798,Constraint,of
2040,3225,Constraint,of
1195,2086,Constraint,of
2086,601,Constraint,from
122,472,Constraint,of
397,5274,Constraint,of
5274,5301,Constraint,between
5301,6359,Constraint,of
2959,3225,Constraint,of
7560,5026,Sequential,
1424,7639,Constraint,of
7639,5334,Constraint,of
876,3225,Constraint,that
876,3225,Action,indicates
3225,7805,Constraint,of
6359,1195,Constraint,with
5165,2545,Action,can see
2545,6999,Constraint,of
6999,876,Constraint,in
6999,876,Action,allowing
876,5267,Constraint,in
876,3061,Constraint,for
876,3061,Action,arise naturally
3061,3211,Action,concerning
3211,1484,Sequential,
1484,5494,Sequential,
5494,2493,Sequential,
7435,2493,Constraint,of
2493,4474,Constraint,in
2493,4474,Action,has already been studied
4474,5719,Constraint,of
5719,6930,Action,see
3854,1524,Sequential,
1524,1356,Sequential,
1356,264,Action,plays
264,3202,Constraint,in
264,3202,Conjunctive,and
264,3202,Action,fits nicely
3202,5557,Constraint,of
5165,5046,Action,can clearly obtain
5046,4045,Constraint,by
5046,4045,Action,considering
4045,5149,Conjunctive,and
5149,876,Constraint,of
7339,2570,Sequential,
2570,6558,Conjunctive,or
6558,660,Constraint,with
6558,660,Constraint,for
6558,660,Action,can be extended
660,6042,Sequential,
6042,1,Constraint,of
1,6042,Conjunctive,or
6042,5951,Constraint,of
5951,5255,Constraint,without
6771,1340,Attribute,is
1340,3982,Constraint,of
3066,2040,Constraint,to
3066,2040,Conjunctive,and
2040,4928,Constraint,of
4477,1499,Constraint,of
1499,5165,Sequential,
5165,2072,Constraint,in
2072,7367,Constraint,with
7367,5338,Constraint,with
7367,5338,Conjunctive,and
7110,1,Constraint,over
7110,1,Action,are interpreted
1,7367,Sequential,
876,584,Attribute,are
584,5221,Sequential,
5221,7882,Constraint,of
1475,2699,Constraint,in
5165,2860,Action,can evaluate
2860,6635,Sequential,
6635,6775,Constraint,at
6775,2630,Constraint,of
2630,5414,Sequential,
5414,556,Attribute,is
4745,5217,Constraint,of
5217,322,Sequential,
322,6042,Constraint,for
6042,1,Constraint,of
7298,2531,Constraint,in
7298,2531,Action,resides
2531,4073,Sequential,
4963,2531,Constraint,for
2531,7565,Constraint,in
2531,6081,Attribute,is
7565,2860,Constraint,of
4873,1385,Sequential,
1385,7565,Constraint,in
7565,3066,Constraint,of
3066,7198,Attribute,is
7110,1515,Constraint,over
7110,1515,Action,are interpreted
1515,3761,Constraint,with
3761,5951,Attribute,is
5951,5338,Sequential,
658,2042,Constraint,of
5077,6694,Constraint,up
6694,3762,Attribute,is
3179,7188,Constraint,in
3179,7188,Attribute,is
7188,7565,Constraint,in
7565,3066,Constraint,of
3066,4873,Constraint,for
7217,4398,Constraint,of
5926,3742,Conjunctive,and
1415,7316,Constraint,of
7316,795,Conjunctive,and
795,7364,Constraint,to
4504,579,Action,coined
579,2172,Sequential,
2172,1978,Constraint,to
2172,1978,Action,describe
1978,3298,Constraint,of
579,75,Constraint,because
75,6923,Constraint,that
75,6923,Action,has suggested
6923,5499,Constraint,of
5499,2657,Constraint,in
5499,2657,Action,can be described
2657,2593,Constraint,of
2593,7595,Action,see
1671,7595,Constraint,in
1671,7595,Action,presented
7595,1415,Attribute,is
1415,2473,Constraint,of
2473,6579,Conjunctive,and
6622,7339,Constraint,for
6622,7339,Action,have also been developed
7339,616,Constraint,with
7339,616,Action,extended
616,1248,Sequential,
1248,187,Sequential,
4728,6847,Constraint,to
6847,706,Constraint,as
6847,706,Action,are found
706,6607,Constraint,in
6607,7364,Constraint,in
7364,6543,Sequential,
6543,194,Constraint,on
194,7101,Constraint,to
194,7101,Attribute,be
194,7101,Action,appears
4728,6336,Constraint,of
4728,6847,Constraint,of
6847,383,Constraint,from
6847,383,Attribute,is
6847,383,Action,used here
383,2978,Sequential,
2978,4728,Sequential,
4728,3061,Constraint,of
4728,3061,Conjunctive,and
3061,3963,Attribute,were proved
1789,4462,Constraint,of
4462,3061,Constraint,of
3061,3987,Sequential,
5812,7186,Sequential,
7186,6095,Sequential,
6095,7149,Sequential,
6847,2699,Constraint,in
6847,2699,Action,also arises
2699,5111,Constraint,of
5111,383,Sequential,
383,2978,Sequential,
2978,819,Conjunctive,and
819,295,Sequential,
295,3415,Sequential,
3415,4551,Sequential,
1165,6847,Constraint,of
1165,6847,Action,extending
6847,3230,Constraint,to
6847,3230,Action,incorporate
3230,5671,Sequential,
5671,5121,Conjunctive,or
5121,3230,Action,defined
6618,4483,Sequential,
1165,6847,Constraint,of
1165,6847,Action,extending
6847,792,Constraint,to
6847,792,Action,incorporate
792,7353,Sequential,
7353,7430,Constraint,in
7430,5964,Constraint,in
7430,5964,Action,is addressed
5872,2232,Constraint,on
2232,3450,Constraint,with
290,4551,Constraint,in
290,4551,Action,are developed
4551,5766,Sequential,
5766,5779,Sequential,
1165,290,Constraint,of
290,6936,Constraint,in
6936,3230,Constraint,of
3230,1714,Conjunctive,or
